definition,preferred_spelling,phonetic_spelling,alt_phon_spell,kanji_spelling,word_class_code,conjugation_kind_code,transitivity,jlpt_level,lesson_codes,tags,id,row_num,date_added
fishing,つり,つり,,釣り,NOUN,,,3,{GENKI3_L11},,f9aaabf6-70ee-4f11-841d-63684d0ae436,958,2023-07-02
camp,キャンプ,きゃんぷ,,,NOUN,,,3,{GENKI3_L11},,b55acd8f-bee6-4336-a0f6-51ba6efb645c,959,2023-07-02
drive,ドライブ,どらいぶ,,,NOUN,,,3,{GENKI3_L11},,c2ecc47c-1e1c-40f4-be44-73405230e8d3,960,2023-07-02
art museum,美術館,びじゅつかん,,美術館,NOUN,,,4,{GENKI3_L11},,6f101a44-7d0f-4cc2-a63a-2d3fd4848acc,961,2023-07-02
president (of a company),社長,しゃちょう,,社長,NOUN,,,4,{GENKI3_L11},,e128737b-bebf-4888-8bba-918b2ffb04b1,962,2023-07-02
singer,歌手,かしゅ,,歌手,NOUN,,,3,{GENKI3_L11},,145b2ece-c694-42bb-adf5-c8acd5d89528,963,2023-07-02
roommate,ルームメイト,るうむめいと,,,NOUN,,,,{GENKI3_L11},,d4a4332f-2640-4c12-be5a-6e90e9cdf403,964,2023-07-02
host family,ホストファミリー,ほすとふぁみりい,,,NOUN,,,,{GENKI3_L11},,605c5eaf-e82c-4fb0-b696-f77ed1e795b1,965,2023-07-02
future,将来,しょらい,,将来,NOUN,,,4,{GENKI3_L11},,c129077a-f37d-489b-8e68-27c2d3a2f323,966,2023-07-02
dream,夢,ゆめ,,夢,NOUN,,,4,{GENKI3_L11},,9f5d5128-1449-4c1f-8191-7999de9a2a4c,967,2023-07-02
New Year’s Day,正月,しょうがつ,,正月,NOUN,,,,{GENKI3_L11},,538c73c3-75c6-4de3-b236-d36187df1491,968,2023-07-02
beer,ビール,びいる,,,NOUN,,,3,{GENKI3_L11},,7a633555-a52e-44f1-8c6e-a5786e13f359,969,2023-07-02
toy,おもちゃ,おもちゃ,,玩具,NOUN,,,4,{GENKI3_L11},,987fb66c-63a9-4389-bb40-3e435bc8ecc8,970,2023-07-02
school term; semester,学期,がっき,,学期,NOUN,,,3,,,0be77f69-d50e-4fb2-9547-d494e66067a4,971,2023-07-02
this semester,今学期,こんがっき,,今学期,NOUN,,,,{GENKI3_L11},,48be761c-f3e2-4fbb-a1f8-4e8ee77c540e,972,2023-07-02
next semester,来学期,らいがっき,,来学期,NOUN,,,,{GENKI3_L11},,e7a79762-f1af-4f33-9107-83e5b5dcfae5,973,2023-07-02
class (日本語),授業,じゅぎょう,,授業,NOUN,,,,{GENKI3_L11},,3e8327f4-15aa-4b3d-abf7-a829e3a65e14,974,2023-07-02
this person (polite); this direction (close to speaker),こちら,こちら,,此方,NOUN,,,5,"{GENKI3_L11,GENKI3_L19}",,af768c63-9bc3-4e89-923d-3dbc00220155,975,2023-07-02
lie; fib,嘘,うそ,,嘘,NOUN,,,3,,,a42549ab-ad28-43d4-beea-9cd7caf76f12,976,2023-07-02
to tell a lie,嘘をつく,うそをつく,,嘘をつく,VERB,GODAN_VERB,,,{GENKI3_L11},,6c6c2da8-3c03-409c-8494-4e08aa346954,977,2023-07-02
to become hungry,お腹が空く,おなかがすく,,お腹が空く,VERB,GODAN_VERB,,,{GENKI3_L11},,592b876f-7c27-4c6f-a920-2167341a3b17,978,2023-07-02
to own (a pet),飼う,かう,,飼う,VERB,GODAN_VERB,,3,{GENKI3_L11},,e757d2ed-6b02-4d9d-9052-6f6c57d94de4,979,2023-07-02
to cut class,サボる,さぼる,,,VERB,GODAN_VERB,,1,{GENKI3_L11},,fa5fdf5b-1108-46cf-a000-79656a02c4b0,980,2023-07-02
to take lessons; to get training in; to learn from a teacher,習う,ならう,,習う,VERB,GODAN_VERB,,5,{GENKI3_L11},,1a728fa2-b651-4a45-b8e1-f81c88968e1e,981,2023-07-02
to go up,上る,のぼる,,上る,VERB,GODAN_VERB,,5,,,e3c5a308-57ce-47ce-85c1-5740515f205d,982,2023-07-02
to climb,登る,のぼる,,上る,VERB,GODAN_VERB,,5,{GENKI3_L11},,dfe11635-bc69-4c3e-87d5-2217160d0ba6,983,2023-07-02
to ascend; to rise,昇る,のぼる,,昇る,VERB,GODAN_VERB,,5,,,ee5dc939-1328-4f20-8745-b10c9670f6c9,984,2023-07-02
to run,走る,はしる,,走る,VERB,GODAN_VERB,,5,{GENKI3_L11},,36bf2e79-7c01-49b0-afe3-c81d546c9953,985,2023-07-02
to get tired; to get exhausted,疲れる,つかれる,,疲れる,VERB,ICHIDAN_VERB,,5,{GENKI3_L11},,6ae6874e-8dd8-447a-a051-98db1526ede1,986,2023-07-03
to resign; to quit,辞める,やめる,,辞める,VERB,ICHIDAN_VERB,,3,{GENKI3_L11},,4f866f7b-949f-4390-ac80-d304fe48c34e,987,2023-07-03
to have a fight; to quarrel,喧嘩する,けんかする,,喧嘩する,VERB,SURU_VERB,,4,{GENKI3_L11},,2306b4fc-1a2c-404c-94d7-5b7701ae74c9,988,2023-07-03
to introduce,紹介する,しょうかいする,,紹介する,VERB,SURU_VERB,,4,{GENKI3_L11},,41533714-52bb-4670-9540-41d97a8ec152,989,2023-07-03
to go on a diet,ダイエットする,だいえっとする,,,VERB,SURU_VERB,,,{GENKI3_L11},,7ee96a82-0cbb-4095-a1f5-4c159a8f167d,990,2023-07-03
to be late (for an appointment),遅刻する,ちこくする,,遅刻する,VERB,SURU_VERB,,,{GENKI3_L11},,f4626c10-09a5-4b6c-aee8-12e9cfd5a193,991,2023-07-03
to study abroad,留学する,りゅうがくする,,留学する,VERB,SURU_VERB,,,{GENKI3_L11},,bc200bab-e165-4d52-ac80-21df0cdc81aa,992,2023-07-03
its has been a long time,久しぶり,ひさしぶり,,久しぶり,EXPRESSION,,,4,{GENKI3_L11},,f7cf7d34-eb0c-45c5-8ad2-cd1aca907ce8,993,2023-07-03
okay; so-so,まあまあ,まあまあ,,,EXPRESSION,,,2,{GENKI3_L11},,1ff15b2f-0c82-4d2d-b47c-14e607c93f10,994,2023-07-03
and then; thus; and now,そして,そして,,而して,CONJUNCTION,,,5,{GENKI3_L11},,e0a9b4b4-c306-4aa1-b4db-d1076f9d1655,995,2023-07-03
"dot, mark; grade, score; point (game); decimal point",点,てん,,てん,NOUN,,,4,,,5b183f8c-2f54-4b9c-a2c7-ed5939c492e5,996,2023-07-03
"points, marks, goals; goods, items, articles of clothing, works of art",〜点,〜てん,,〜点,COUNTER,,,4,{GENKI3_L11},,3557c897-fba9-41e2-908e-290dfa8d191d,997,2023-07-03
occupation; profession,職業,しょくぎょう,,職業,NOUN,,,3,{GENKI3_L11},,f1b9a6ca-5697-4282-a448-8e5c55f2744b,998,2023-07-03
to (seem) eager to; to want to; to be anxious to,たがる,たがる,,,VERB,GODAN_VERB,,,{GENKI3_L11},,e7bf6b63-5094-492d-89b8-b2961baa4de7,999,2023-12-27
dormitory; hostel,寮,りょう,,寮,NOUN,,,2,"{GENKI3_L11,GENKI3_L17}",,5cb53511-43d8-486a-84e3-59634041e85a,1000,2023-12-27
writer,作家,さっか,,作家,NOUN,,,,{GENKI3_L11},{occupation},8294c160-3a00-45fc-98eb-231285167793,1001,2023-07-03
journalist,ジャーナリスト,じゃあなりすと,,ジャーナリスト,NOUN,,,,{GENKI3_L11},{occupation},e8c02599-6c71-4dff-a977-0e2e3b8902f2,1002,2023-07-03
police officer,警察官,けいさつかん,,警察官,NOUN,,,,{GENKI3_L11},{occupation},1a45f321-4093-4b6a-8c2c-23b8a76b74b3,1003,2023-07-03
firefighter,消防士,しょうぼうし,,消防士,NOUN,,,,{GENKI3_L11},{occupation},08177cd6-c070-45ab-acb3-c81a954d8b05,1004,2023-07-03
schoolteacher,教師,きょうし,,教師,NOUN,,,,{GENKI3_L11},{occupation},da082a8f-25d2-4b1c-9857-dcd69ad4c0db,1005,2023-07-03
researcher,研究者,けんきゅうしゃ,,研究者,NOUN,,,,{GENKI3_L11},{occupation},4e44ceeb-0896-4e17-a338-d6c739bc10c7,1006,2023-07-03
astronaut,宇宙飛行士,うちゅうひこうし,,宇宙飛行士,NOUN,,,,{GENKI3_L11},{occupation},83dbcd90-3f72-4086-85ff-a65a0bf25416,1007,2023-07-03
athlete,スポーツ選手,すぽおつせんしゅ,,スポーツ選手,NOUN,,,,{GENKI3_L11},{occupation},17fa1539-a18a-434c-a333-a85fea56f54c,1008,2023-07-03
president (of a country),大統領,だいとうりょう,,大統領,NOUN,,,,{GENKI3_L11},{occupation},e71a3722-dd1a-4abe-9d61-8b2da7538c9f,1009,2023-07-03
actor; actress,俳優,はいゆう,,俳優,NOUN,,,,{GENKI3_L11},{occupation},368a755c-a3f9-4e60-a0bf-6ccb96161b03,1010,2023-07-03
chef,シェフ,しぇふ,,,NOUN,,,,{GENKI3_L11},{occupation},c140acec-79cd-4125-beeb-f5c9dec64531,1011,2023-07-03
cartoonist,本画家,ほんがか,,本画家,NOUN,,,,{GENKI3_L11},{occupation},58f002a2-cf8d-45bb-89ae-0fa9f58efb14,1012,2023-07-03
president (of a society),会長,かいちょう,,会長,NOUN,,,,,{occupation},eff03d92-8f87-4ec4-a6cc-2413d79618ce,1013,2023-07-03
student council,生徒会,せいとかい,,生徒会,NOUN,,,,,,5927fcfa-94ff-470a-abec-a630fed5f343,1014,2023-07-03
president (of student council),生徒会長,せいとかいちょう,,生徒会長,NOUN,,,,,,3582470a-2d03-4433-a592-8425d28a34a8,1015,2023-07-03
strawberry,イチゴ,いちご,,苺,NOUN,,,,{GENKI3_L08},{food},f3740055-9587-4b22-ab9a-a61e7ae0da83,1016,2023-07-03
watermelon,スイカ,すいか,,西瓜,NOUN,,,,{GENKI3_L08},{food},862c35fc-e8f4-4773-95b6-d4391838f3d3,1017,2023-07-03
grape,ブドウ,ぶどう,,葡萄,NOUN,,,,{GENKI3_L08},{food},2581949d-c347-4956-9058-4bad13011b50,1018,2023-07-03
carrot,にんじん,にんじん,,人参,NOUN,,,,{GENKI3_L08},{food},4fb8e172-8adb-4c75-ab4c-cdc19d668136,1019,2023-07-03
onion,タマネギ,たまねぎ,,玉ねぎ,NOUN,,,,{GENKI3_L08},{food},92d33e73-a407-40bb-8c8a-dabdb8212ca4,1020,2023-07-03
potato,ジャガイモ,じゃがいも,,じゃが芋,NOUN,,,,{GENKI3_L08},{food},a8babec4-da16-4991-8087-a5805643937b,1021,2023-07-03
eggplant,ナス,なす,,茄子,NOUN,,,,{GENKI3_L08},{food},9a70f430-d5f3-4ab5-bd18-8e42db8bf8f8,1022,2023-07-03
cucumber,きゅうり,きゅうり,,胡瓜,NOUN,,,,{GENKI3_L08},{food},ad03ff07-4d09-417b-954e-4dd2002ac35e,1023,2023-07-03
cabbage,キャベツ,きゃべつ,,,NOUN,,,,{GENKI3_L08},{food},85d4b4d5-230a-400b-a59b-6cd7af67d111,1024,2023-07-03
beef,牛肉,ぎゅうにく,,,NOUN,,,5,{GENKI3_L08},{food},a88cd0d0-5a7d-485d-b228-7ba1fc44ffab,1025,2023-07-03
pork,豚肉,ぶたにく,,,NOUN,,,5,{GENKI3_L08},{food},86553639-b08b-4e67-ad23-430ba24e0283,1026,2023-07-03
chicken (meat),鶏肉,とりにく,,鶏肉,NOUN,,,,{GENKI3_L08},{food},f5bfb80a-583c-4baf-8ee8-9c7ebdd51f7c,1027,2023-07-03
eyebrow,眉毛,まゆげ,,眉毛,NOUN,,,5,{GENKI3_L07},{body},f5cbf874-f82b-4efb-96e1-4aa3f5d70c88,1028,2023-07-03
nose,鼻,はな,,鼻,NOUN,,,,{GENKI3_L07},{body},83d7b383-0cf3-443d-9a9b-2033abcc4ff8,1029,2023-07-03
finger; toe,指,ゆび,,指,NOUN,,,4,{GENKI3_L07},{body},17e4963e-c435-4b4b-9960-94a030bfebb8,1030,2023-07-03
tooth; teeth,歯,は,,歯,NOUN,,,5,"{GENKI3_L07,GENKI3_L12}",{body},8a4f2e48-5feb-4638-a493-0bf16f685147,1031,2023-07-03
neck,首,くび,,首,NOUN,,,4,{GENKI3_L07},{body},3be29c6d-912f-48e9-b293-2c7a6eb898cb,1032,2023-07-03
shoulder,肩,かた,,肩,NOUN,,,3,{GENKI3_L07},{body},8255a2b7-e385-4ec4-a4d7-35f38e2f0abc,1033,2023-07-03
chest; breast,胸,むね,,胸,NOUN,,,3,{GENKI3_L07},{body},4c4c2094-26cd-4d7b-aa3e-fd878e8454dd,1034,2023-07-03
"belly, abdomen; stomach",おなか,おなか,,お腹,NOUN,,,5,"{GENKI3_L07,GENKI3_L12}",{body},0ebf2f5c-501b-435a-9000-6fb879b2ea4a,1035,2023-07-03
bottom; buttocks,お尻,おしり,,お尻,NOUN,,,,{GENKI3_L07},{body},455ae01a-7072-4ced-b164-8b976350920d,1036,2023-07-03
astronomical observatory,天文台,てんもんだい,,天文台,NOUN,,,,,,11716149-5f93-46fe-8159-642ec14db49b,1037,2023-07-26
after school,放課後,ほうかご,,放課後,NOUN,,,,,,f514c41e-7583-4314-964b-85e98ef768a9,1038,2023-07-26
"okay, okay; no problem.",平気平気,へいきへいき,,平気平気,EXPRESSION,,,,,,a3abe00b-2a6a-469a-bc41-683847115aa6,1039,2023-07-26
"cool, calm; alright, okay",平気,へいき,,平気,ADJECTIVE,NA_ADJECTIVE,,2,,,7c8de559-3219-4ee0-9d80-783886e04e23,1040,2023-07-26
lovely; wonderful,素敵,すてき,,素敵,ADJECTIVE,NA_ADJECTIVE,,3,{GENKI3_L12},,c478c022-153f-4cb5-9d03-5ab41b2f0f26,1041,2023-07-26
to be silent; to say nothing,黙る,だまる,,黙る,VERB,GODAN_VERB,,3,,,dd36edcd-f4ad-4c02-93d7-68b62cc6ce96,1042,2023-07-26
shut-up,だまれ,だまれ,,黙れ,EXPRESSION,,,,,,3d338d48-08d3-4c93-962b-751b7d6ed4c4,1043,2023-07-26
chuckle-chuckle,くすくす,くすくす,,くすくす,EXPRESSION,,,,,,6fc9aac0-cfc6-47b0-a6b7-4f159f5e005e,1044,2023-07-26
ritual prayer,祝詞,のりと,,祝詞,NOUN,,,,,{shinto},27400ce0-94cc-4cb0-a6fd-362b4760c2aa,1045,2023-07-26
Great Purification Norito,大祓詞,おおはらえのことば,,大祓詞,NOUN,,,,,{shinto},bc8cac37-af5d-47fd-b71f-399f4e0c0698,1046,2023-07-26
to offer; to sacrifice; to dedicate,供える,そなえる,,供える,VERB,ICHIDAN_VERB,,,,{shinto},93a15ce7-a585-4073-b859-5ed0ce14dab5,1047,2023-07-26
torii gate,鳥居,とりい,,鳥居,NOUN,,,1,{GENKI3_READER_L04},{shinto},8b93bf4d-8bcb-4cda-aa0d-fa2449f31012,1048,2023-07-26
samurai,侍,さむらい,,侍,NOUN,,,1,{GENKI3_READER_L04},,671c88b2-b358-4229-9a5a-4474f740a7c7,1049,2023-07-26
ninja (western term for shinobi),忍者,にんじゃ,,忍者,NOUN,,,,{GENKI3_READER_L04},,4ed750e9-44da-4f8e-a6b7-87f3866f5067,1050,2023-07-26
stealth; shinobi (ninja),忍び,しのび,,忍び,NOUN,,,,,,30192858-4515-484b-97c9-3b6f5d80211b,1051,2023-07-26
chopstic counter; bowlfuls of rice counter,〜膳,〜ぜん,,〜膳,COUNTER,,,1,,,02f6ab80-d8a5-4669-8406-adfbe1105595,1052,2023-07-26
small dining table (for one),膳,ぜん,,膳,NOUN,,,1,,,f2941d49-7e5d-431e-8178-14baf7f9eec1,1053,2023-07-26
minus; negative number,マイナス,まいなす,,,NOUN,,,2,,,71f788e7-0988-411a-bc28-7971a7ac8f9a,1054,2023-07-26
chicken (animal),鶏,にわとり,,鶏,NOUN,,,5,,{animal},5a2d7301-0927-4c4f-bf46-4944dcedd2d4,1055,2023-07-26
rice plant,稲,いね,,稲,NOUN,,,3,,,a91c8b5c-016e-4461-a058-fcaf1697aa74,1056,2023-07-26
red bean paste,あんこ,あんこ,,餡子,NOUN,,,,,{food},ce895534-0c4a-4228-bd61-18d09d6d18a2,1057,2023-07-26
fish-shaped panckacke with filling,たい焼き,たいやき,,たい焼き,NOUN,,,,,{food},f8678cec-432f-4a3c-9cf4-f95a6c3342fe,1058,2023-07-26
octopus dumplings,たこ焼き,たこやき,,たこ焼き,NOUN,,,,,{food},546e188d-e2dc-4404-b5e7-e7a44e6638ac,1059,2023-07-26
Are you ready to order?,ご注文はお決まりですか?,ごちゅうもん は おきまりですか,,ご注文はお決まりですか?,EXPRESSION,,,,,{food},daa9ea58-6ef2-4791-9aea-910f1435b89a,1060,2023-07-26
"aloneness, loneliness, solitude",一人ぼっち,ひとりぼっち,,一人ぼっち,NOUN,,,,,,a0382c8e-8af2-4cfc-8210-68a4da84cf90,1061,2023-07-26
"same, identical; equivalent",同じ,おなじ,,同じ,NOUN,,,5,{GENKI3_L12},,5094ccdc-daa5-4b2a-981a-4d8e6c162a21,1062,2023-07-26
kanji iteration mark,々,のま,,々,PUNCTUATION,,,,,{punctuation},c4c3dbe9-42d5-4211-a4ca-58280aa1acbe,1063,2023-07-26
mushroom,キノコ,きのこ,,茸,NOUN,,,,,{food},ba8b9d88-29a4-4eaf-b847-cce5165dda99,1064,2023-08-06
shitake mushroom,シイタケ,しいたけ,,椎茸,NOUN,,,,,{food},4e546fcd-c938-4940-b811-44b73cb3036c,1065,2023-08-06
enoki mushroom,エノキタケ,えのきたけ,,榎茸,NOUN,,,,,{food},aab2dc15-ca3c-4257-b850-de6da15d02b8,1066,2023-08-06
throat,喉,のど,,喉,NOUN,,,3,{GENKI3_L12},{body},b2f3fa88-a242-4572-9e82-08c3330bbcb3,1067,2023-08-06
influenza,インフルエンザ,いんふるえんざ,,インフルエンザ,NOUN,,,,{GENKI3_L12},{health},b7d95fc3-f77f-450a-9e1f-0b5199e1a11c,1068,2023-08-06
common cold,風邪,かぜ,,風邪,NOUN,,,5,{GENKI3_L12},{health},55c676ce-abe9-4453-bfa2-9b9d54ed2552,1069,2023-08-06
hangover,二日酔い,ふつかよい,,二日酔い,NOUN,,,,{GENKI3_L12},{health},e0c045e2-6774-4f83-94e8-4ae6b505fcf1,1070,2023-08-06
homesickness,ホームシック,ほおむしっく,,ホームシック,NOUN,,,,{GENKI3_L12},,ab9b9fd9-5b1e-4493-b0bc-72b3c0600bdb,1071,2023-08-06
allergy,アレルギー,あれるぎい,,アレルギー,NOUN,,,,{GENKI3_L12},{health},7fe2537e-b887-4df9-b5c5-f3d50912acd3,1072,2023-08-06
juice,ジュース,じゅうす,,ジュース,NOUN,,,3,{GENKI3_L12},{food},cca7ac8b-f2d0-4141-ab39-bf30fae68bc2,1073,2023-08-06
clothes (esp. Western clothes),服,ふく,,服,NOUN,,,5,{GENKI3_L12},,f88fe556-3635-470d-acc1-8cdb60c9396d,1074,2023-08-06
thing (concrete object),物,もの,,物,NOUN,,,5,{GENKI3_L12},,466f5766-af1d-4ff6-aaf6-bdab641cb921,1075,2023-08-06
present; gift,プレゼント,ぷれぜんと,,プレゼント,NOUN,,,4,{GENKI3_L12},,b0030f58-6fb0-4693-a003-8a3f8982c229,1076,2023-08-06
"charge, fee; generation, school year, reign",〜代,〜だい,,〜代,SUFFIX,,,,{GENKI3_L12},,d3951418-0bce-4527-a675-1fb479d57a8e,1077,2023-08-06
interest (in something); curiosity (about something),興味,きょうみ,,,NOUN,,,4,,,0dd69b0e-4851-4886-94ee-4fd547959097,1078,2023-08-14
business to take care of; tasks; errand,用事,ようじ,,用事,NOUN,,,4,{GENKI3_L12},,6555991b-5151-4bb7-9fd5-e56168155e70,1079,2023-08-06
restroom; lavatory,お手洗い,おてあらい,,お手洗い,NOUN,,,5,{GENKI3_L12},,c2ae2edc-d8a5-45cb-bb22-3000878734de,1080,2023-08-06
match; game,試合,しあい,,試合,NOUN,,,4,{GENKI3_L12},,ddc1dfa4-8993-4324-9353-20a35cffd8bd,1081,2023-08-06
"grade (on a test, etc.)",成績,せいせき,,成績,NOUN,,,3,{GENKI3_L12},,9bf40a2d-6506-4437-8b16-40db606989c0,1082,2023-08-06
boyfriend,彼氏,かれし,,彼氏,NOUN,,,,{GENKI3_L12},,7a6e8950-d1a0-443c-923d-5bcb01163371,1083,2023-08-06
meaning; significance,意味,いみ,,意味,NOUN,,,5,{GENKI3_L12},,eb687fed-4097-43de-b0a2-92c7f6b66902,1084,2023-08-06
"narrow, confined; narrow-minded",狭い,せまい,,狭い,ADJECTIVE,I_ADJECTIVE,,5,{GENKI3_L12},,b9535bfb-ebaf-40db-9a4c-b0b6d2050f87,1085,2023-08-14
"wide, spacious",広い,ひろい,,広い,ADJECTIVE,I_ADJECTIVE,,5,{GENKI3_L12},,13324ffc-76b4-41cd-9290-dfc0ed89dad3,1086,2023-08-14
bad,悪い,わるい,,悪い,ADJECTIVE,I_ADJECTIVE,,5,{GENKI3_L12},,ad9caf05-8fd6-417a-af7f-96daf4b13180,1087,2023-08-14
"painful, sore; hurts; slang for cringy, embarrassing",痛い,いたい,,痛い,ADJECTIVE,I_ADJECTIVE,,5,{GENKI3_L12},,625d1004-a176-43da-9304-facd0c90d159,1088,2023-08-14
"many, numerous; a lot in number",多い,おおい,,多い,ADJECTIVE,I_ADJECTIVE,,5,{GENKI3_L12},,050c6d9b-cc8e-496b-b1c2-8e115a438541,1089,2023-08-14
to thirst; to crave,渇く,かわく,,,VERB,GODAN_VERB,,2,,,406e4af2-b723-49b7-9d29-c68f624a8011,1090,2023-08-14
to walk,歩く,あるく,,,VERB,GODAN_VERB,,5,{GENKI3_L12},,5ddce05c-9319-4a88-8dd8-6487ba3c661a,1091,2023-08-14
to catch a cold,風邪を引く,かぜおひく,,風邪を引く,VERB,GODAN_VERB,,,{GENKI3_L12},,31e9ef41-9e83-438d-a458-2b0a38314726,1092,2023-08-14
to have a fever,熱がある,ねつがある,,,VERB,ARU_VERB,,,{GENKI3_L12},,edd10fbe-217d-4d29-bab8-d13b336f0a80,1093,2023-08-14
to become thirsty,喉が渇く,のどがかわく,,喉が乾く,VERB,GODAN_VERB,,,{GENKI3_L12},,4f72dc1d-5621-463e-8b12-78116a8714af,1094,2023-08-14
"to pay (e.g. a bill); to brush off, wipe away",払う,はらう,,,VERB,GODAN_VERB,,4,{GENKI3_L12},,1f0cdf92-fe3d-415d-b01c-59b32023e3b6,1095,2023-08-14
"to lose (something); to get rid of, eliminate, remove",なくす,なくす,,無くす,VERB,GODAN_VERB,,5,{GENKI3_L12},,a66d5760-b877-4ae9-8245-06248130ca6e,1096,2023-08-14
to be interested (in...),興味がある,きょうみがある,,興味がある,VERB,ARU_VERB,,,{GENKI3_L12},,7e3c8052-4a60-4d5f-91b3-5e9e49259e9c,1097,2023-08-14
to get dry,乾く,かわく,,,VERB,GODAN_VERB,,4,,,431d3458-6634-4a7e-8c2f-e0e24edd1ab0,1098,2023-08-14
a cough,咳,せき,,咳,NOUN,,,3,,,0acb2c13-5953-4532-b32e-1b88071e00b2,1099,2023-08-19
to cough,咳がある,せきがある,,咳がある,VERB,ARU_VERB,,,{GENKI3_L12},,e5da1f19-e34c-4056-b2f8-cd588c93de6b,1100,2023-08-19
to break up; to part from (usu. people),別れる,わかれる,,別れる,VERB,ICHIDAN_VERB,,4,{GENKI3_L12},,e9b304d5-0dfe-4bde-a4a9-7e92f2b5142a,1101,2023-08-19
to get nervous,緊張する,きんちょうする,,緊張する,VERB,SURU_VERB,,3,{GENKI3_L12},,e25a3d33-d729-4d0f-a381-a9a2497ddfdf,1102,2023-08-19
to worry; to be anxious,心配する,しんぱいする,,,VERB,SURU_VERB,,3,{GENKI3_L12},,d8a19967-00ad-41b0-8059-d572586a5f5a,1103,2023-08-19
get well soon; take care of yourself,お大事に,おだいじに,,お大事に,EXPRESSION,,,2,{GENKI3_L12},,091ee91b-4071-4297-9ef0-9e64966cce6e,1104,2023-08-19
don't look well,元気がない,げんきがない,,元気がない,EXPRESSION,,,,{GENKI3_L12},,c77090c9-7699-4c5f-be70-2de5d0d63fc2,1105,2023-08-19
as much as possible; if at all possible,できるだけ,できるだけ,,出来るだけ,EXPRESSION,,,3,{GENKI3_L12},,02b5b642-d083-4da3-9dd3-289c2e62786e,1106,2023-08-19
very soon; in a few moments; shortly,もうすぐ,もうすぐ,,もう直ぐ,EXPRESSION,,,4,{GENKI3_L12},,62610018-11fe-4965-8da2-d39905246f29,1107,2023-08-19
for the first time,初めて,はじめて,,初めて,ADVERB,,,5,{GENKI3_L12},,f09fa12a-9b9b-486d-9094-a639a8624d1c,1108,2023-08-19
two to three days,二三日,にさんにち,,二、三日,NOUN,,,,{GENKI3_L12},,38cff09c-f0dc-4fd8-b223-e426228b6c56,1109,2023-08-19
"besides, in addition, also, moreover",それに,それに,,其れに,CONJUNCTION,,,4,{GENKI3_L12},,45ea90e7-b688-470e-852c-d7c18a8a2b23,1110,2023-08-19
...too much,〜すぎる,〜すぎる,,〜過ぎる,VERB,ICHIDAN_VERB,,4,{GENKI3_L12},,792b7884-fa13-4581-8a7e-abb3aec2146b,1111,2023-11-12
must... / is necessary... (written),〜なければいけません,〜なければいけません,,,EXPRESSION,,,,{GENKI3_L12},,75fe3e76-a8e1-42a7-bc09-05fc2d88d53e,1112,2023-12-12
must... / is necessary... (colloquial),〜なきゃいけません,〜なきゃいけません,,,EXPRESSION,,,,{GENKI3_L12},,5a1efa65-9289-4b3c-a9c2-e0d05a3b23ff,1113,2023-12-12
It is better (for you)...,〜方がいいです,〜ほうがいいです,,〜方がいいです,EXPRESSION,,,,{GENKI3_L12},,d188f071-bce6-4ac3-8604-892420c8de3e,1114,2023-12-12
"road, path, street; route",道,みち,,道,NOUN,,,5,{GENKI3_L16},{roads},d62c6268-6138-471d-becc-7d7796aac610,1115,2023-08-19
bridge,橋,はし,,橋,NOUN,,,5,,{roads},26a6add0-0043-4dd2-ab3b-6db454a5cd8b,1116,2023-08-19
road; highway,道路,どうろ,,道路,NOUN,,,3,,{roads},85ac9d74-a276-443f-9a2a-eca1bfc7e972,1117,2023-08-19
freeway; expressway,高速道路,こうそくどうろ,,高速道路,NOUN,,,,,{roads},8884b984-cfcb-4537-b6ef-9ea08955506d,1118,2023-08-19
traffic light; signal,信号,しんごう,,信号,NOUN,,,3,{GENKI3_L20},{roads},c959e600-2c26-4884-bfee-700dc412720d,1119,2023-08-19
traffic circle; roundabout,ロータリー,ろおたりい,,,NOUN,,,,,{roads},103cb65d-49a0-455a-ba6a-e134d430d946,1120,2023-08-19
straight ahead; direct (route),まっすぐ,まっすぐ,,真っ直ぐ,NOUN,,,5,,{roads},8c1d005f-3d35-4e4c-852c-3c45e5119617,1121,2023-08-19
corner; edge,角,かど,,角,NOUN,,,5,{GENKI3_L20},,a5b14922-855c-441e-a335-5fdb9209e56f,1122,2023-08-19
"side (of something, or taking someone's side)",側,がわ,,側,NOUN,,,5,,,7686f747-f955-4079-bf34-f23dd9c6fa8e,1123,2023-08-19
ordinal number suffix,〜目,〜め,,〜目,SUFFIX,,,5,{GENKI3_L15},,37a13ec3-c024-4a38-b4de-ad63e1d75b8b,1124,2023-08-19
"to bend, to curve; to turn",曲がる,まがる,,曲がる,VERB,GODAN_VERB,,5,{GENKI3_L20},,e7d2c825-b4a8-47da-9825-fa7db01bf8dd,1125,2023-08-19
"to cross over, to go across",渡る,わたる,,渡る,VERB,GODAN_VERB,,5,,,a118ba7f-e1b5-40e6-97b3-3ffd9a941ee4,1126,2023-08-19
turn left,左に曲がる,ひだりにまがる,,左に曲がる,EXPRESSION,,,,{GENKI3_L06},{directions},70876a31-cbd8-4d8a-9c9f-24daffeab903,1127,2023-08-19
turn right ,右に曲がる,みぎにまがる,,右に曲がる,EXPRESSION,,,,{GENKI3_L06},{directions},681b71c5-6a4d-48d5-abab-8163b3643834,1128,2023-08-19
